time,cloud_cover,evaporation,humidity,specific_humidity,precip,pressure,sea_level_pressure,thermal_rad,solar_rad,wind_speed,temp_2m,temp_max_24h,temp_min_24h,wind_u,wind_v,cloud_cover_lag1,cloud_cover_lag2,cloud_cover_lag3,cloud_cover_lag6,cloud_cover_lag12,evaporation_lag1,evaporation_lag2,evaporation_lag3,evaporation_lag6,evaporation_lag12,humidity_lag1,humidity_lag2,humidity_lag3,humidity_lag6,humidity_lag12,specific_humidity_lag1,specific_humidity_lag2,specific_humidity_lag3,specific_humidity_lag6,specific_humidity_lag12,precip_lag1,precip_lag2,precip_lag3,precip_lag6,precip_lag12,pressure_lag1,pressure_lag2,pressure_lag3,pressure_lag6,pressure_lag12,sea_level_pressure_lag1,sea_level_pressure_lag2,sea_level_pressure_lag3,sea_level_pressure_lag6,sea_level_pressure_lag12,thermal_rad_lag1,thermal_rad_lag2,thermal_rad_lag3,thermal_rad_lag6,thermal_rad_lag12,solar_rad_lag1,solar_rad_lag2,solar_rad_lag3,solar_rad_lag6,solar_rad_lag12,wind_speed_lag1,wind_speed_lag2,wind_speed_lag3,wind_speed_lag6,wind_speed_lag12,temp_2m_lag1,temp_2m_lag2,temp_2m_lag3,temp_2m_lag6,temp_2m_lag12,temp_max_24h_lag1,temp_max_24h_lag2,temp_max_24h_lag3,temp_max_24h_lag6,temp_max_24h_lag12,temp_min_24h_lag1,temp_min_24h_lag2,temp_min_24h_lag3,temp_min_24h_lag6,temp_min_24h_lag12,wind_u_lag1,wind_u_lag2,wind_u_lag3,wind_u_lag6,wind_u_lag12,wind_v_lag1,wind_v_lag2,wind_v_lag3,wind_v_lag6,wind_v_lag12,temp_2m_roll3,temp_2m_roll6,temp_2m_roll12,precip_roll3,precip_roll6,precip_roll12,humidity_roll3,humidity_roll6,humidity_roll12,pressure_roll3,pressure_roll6,pressure_roll12,solar_rad_roll3,solar_rad_roll6,solar_rad_roll12,month_sin,month_cos
2006-01-01,79.36217,5.6111,86.716064,19.093218,20.162052,1002.9656,1007.1459,436.2082,140.48087,5.302517151468553,26.335938,27.097849,25.722832,5.2710123,-0.5771633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.335938,26.335938,26.335938,20.162052,20.162052,20.162052,86.716064,86.716064,86.716064,1002.9656,1002.9656,1002.9656,140.48087,140.48087,140.48087,0.49999999999999994,0.8660254037844387
2006-02-01,73.43842,4.265333,84.85891,18.74281,12.325803,1003.9418,1008.2503,426.6054,188.60823,4.136971760958984,26.405119,27.159296,25.79262,4.128514,-0.26440027,79.36217,,,,,5.6111,,,,,86.716064,,,,,19.093218,,,,,20.162052,,,,,1002.9656,,,,,1007.1459,,,,,436.2082,,,,,140.48087,,,,,5.302517151468553,,,,,26.335938,,,,,27.097849,,,,,25.722832,,,,,5.2710123,,,,,-0.5771633,,,,,26.3705285,26.3705285,26.3705285,16.243927499999998,16.243927499999998,16.243927499999998,85.787487,85.787487,85.787487,1003.4537,1003.4537,1003.4537,164.54455000000002,164.54455000000002,164.54455000000002,0.8660254037844386,0.5000000000000001
2006-03-01,71.63203,3.6737201,84.303986,18.543362,10.332842,1005.7575,1009.9019,421.8593,206.99751,3.4863885929346115,26.37565,27.141308,25.682076,3.4136033,-0.70867336,73.43842,79.36217,,,,4.265333,5.6111,,,,84.85891,86.716064,,,,18.74281,19.093218,,,,12.325803,20.162052,,,,1003.9418,1002.9656,,,,1008.2503,1007.1459,,,,426.6054,436.2082,,,,188.60823,140.48087,,,,4.136971760958984,5.302517151468553,,,,26.405119,26.335938,,,,27.159296,27.097849,,,,25.79262,25.722832,,,,4.128514,5.2710123,,,,-0.26440027,-0.5771633,,,,26.372235666666665,26.372235666666665,26.372235666666665,14.273565666666665,14.273565666666665,14.273565666666665,85.29298666666666,85.29298666666666,85.29298666666666,1004.2216333333332,1004.2216333333332,1004.2216333333332,178.6955366666667,178.6955366666667,178.6955366666667,1.0,6.123233995736766e-17
2006-04-01,62.037495,3.4202783,80.13855,18.060158,4.096816,1006.9747,1011.04156,410.93658,247.10074,1.7202103362097845,26.822546,27.615881,26.050879,-1.7177787,0.0914327,71.63203,73.43842,79.36217,,,3.6737201,4.265333,5.6111,,,84.303986,84.85891,86.716064,,,18.543362,18.74281,19.093218,,,10.332842,12.325803,20.162052,,,1005.7575,1003.9418,1002.9656,,,1009.9019,1008.2503,1007.1459,,,421.8593,426.6054,436.2082,,,206.99751,188.60823,140.48087,,,3.4863885929346115,4.136971760958984,5.302517151468553,,,26.37565,26.405119,26.335938,,,27.141308,27.159296,27.097849,,,25.682076,25.79262,25.722832,,,3.4136033,4.128514,5.2710123,,,-0.70867336,-0.26440027,-0.5771633,,,26.53443833333333,26.48481325,26.48481325,8.918487,11.72937825,11.72937825,83.10048199999999,84.0043775,84.0043775,1005.558,1004.9099,1004.9099,214.23549333333335,195.7968375,195.7968375,0.8660254037844387,-0.4999999999999998
2006-05-01,74.40675,5.0150013,84.83174,18.783148,12.430239,1006.2236,1010.42865,426.45255,156.63829,4.929815006299932,26.505733,27.310652,25.835146,-4.658932,1.611654,62.037495,71.63203,73.43842,,,3.4202783,3.6737201,4.265333,,,80.13855,84.303986,84.85891,,,18.060158,18.543362,18.74281,,,4.096816,10.332842,12.325803,,,1006.9747,1005.7575,1003.9418,,,1011.04156,1009.9019,1008.2503,,,410.93658,421.8593,426.6054,,,247.10074,206.99751,188.60823,,,1.7202103362097845,3.4863885929346115,4.136971760958984,,,26.822546,26.37565,26.405119,,,27.615881,27.141308,27.159296,,,26.050879,25.682076,25.79262,,,-1.7177787,3.4136033,4.128514,,,0.0914327,-0.70867336,-0.26440027,,,26.567976333333334,26.4889972,26.4889972,8.953299,11.8695504,11.8695504,83.09142533333333,84.16985,84.16985,1006.3186,1005.17264,1005.17264,203.57884666666666,187.965128,187.965128,0.49999999999999994,-0.8660254037844387
2006-06-01,66.06504,7.692409,76.98897,17.478647,1.693404,1007.12726,1011.3342,402.4787,215.9326,8.792929600572647,26.934761,27.838936,26.103218,-7.6518717,4.3317976,74.40675,62.037495,71.63203,,,5.0150013,3.4202783,3.6737201,,,84.83174,80.13855,84.303986,,,18.783148,18.060158,18.543362,,,12.430239,4.096816,10.332842,,,1006.2236,1006.9747,1005.7575,,,1010.42865,1011.04156,1009.9019,,,426.45255,410.93658,421.8593,,,156.63829,247.10074,206.99751,,,4.929815006299932,1.7202103362097845,3.4863885929346115,,,26.505733,26.822546,26.37565,,,27.310652,27.615881,27.141308,,,25.835146,26.050879,25.682076,,,-4.658932,-1.7177787,3.4136033,,,1.611654,0.0914327,-0.70867336,,,26.754346666666667,26.56329116666667,26.56329116666667,6.073486333333334,10.173526,10.173526,80.65308666666665,82.97303666666666,82.97303666666666,1006.7751866666667,1005.49841,1005.49841,206.55721000000003,192.62637333333336,192.62637333333336,1.2246467991473532e-16,-1.0
2006-07-01,71.559456,6.055047,80.50074,17.4302,5.5764594,1006.7908,1011.07745,409.6704,188.56741,8.091188425358164,26.158964,27.014185,25.385746,-7.3304367,3.4252048,66.06504,74.40675,62.037495,79.36217,,7.692409,5.0150013,3.4202783,5.6111,,76.98897,84.83174,80.13855,86.716064,,17.478647,18.783148,18.060158,19.093218,,1.693404,12.430239,4.096816,20.162052,,1007.12726,1006.2236,1006.9747,1002.9656,,1011.3342,1010.42865,1011.04156,1007.1459,,402.4787,426.45255,410.93658,436.2082,,215.9326,156.63829,247.10074,140.48087,,8.792929600572647,4.929815006299932,1.7202103362097845,5.302517151468553,,26.934761,26.505733,26.822546,26.335938,,27.838936,27.310652,27.615881,27.097849,,26.103218,25.835146,26.050879,25.722832,,-7.6518717,-4.658932,-1.7177787,5.2710123,,4.3317976,1.611654,0.0914327,-0.5771633,,26.533152666666666,26.5337955,26.505530142857143,6.5667008,7.742593899999999,9.5168022,80.77381666666666,81.93714933333332,82.61985142857142,1006.7138866666668,1006.1359433333332,1005.6830371428571,187.04610000000002,200.6407966666667,192.04652142857142,-0.4999999999999997,-0.8660254037844388
2006-08-01,69.197845,5.2641635,78.437775,16.791399,0.8197344,1007.2272,1011.3339,398.493,245.28444,7.06976512550426,26.013266,26.88658,25.237822,-6.0696845,3.624984,71.559456,66.06504,74.40675,73.43842,,6.055047,7.692409,5.0150013,4.265333,,80.50074,76.98897,84.83174,84.85891,,17.4302,17.478647,18.783148,18.74281,,5.5764594,1.693404,12.430239,12.325803,,1006.7908,1007.12726,1006.2236,1003.9418,,1011.07745,1011.3342,1010.42865,1008.2503,,409.6704,402.4787,426.45255,426.6054,,188.56741,215.9326,156.63829,188.60823,,8.091188425358164,8.792929600572647,4.929815006299932,4.136971760958984,,26.158964,26.934761,26.505733,26.405119,,27.014185,27.838936,27.310652,27.159296,,25.385746,26.103218,25.835146,25.79262,,-7.3304367,-7.6518717,-4.658932,4.128514,,3.4252048,4.3317976,1.611654,-0.26440027,,26.368997000000004,26.468486666666667,26.443997125,2.6965326,5.824915799999999,8.429668725,78.642495,80.86696016666666,82.09709187499999,1007.0484200000001,1006.68351,1005.8760575,216.59481666666667,210.08683166666665,198.70126125000002,-0.8660254037844384,-0.5000000000000004
2006-09-01,66.804344,5.6705327,77.48381,16.513659,0.94299,1007.95154,1011.88666,398.22278,270.61816,7.365919846496363,25.975945,26.845942,25.181116,-6.180103,4.00788,69.197845,71.559456,66.06504,71.63203,,5.2641635,6.055047,7.692409,3.6737201,,78.437775,80.50074,76.98897,84.303986,,16.791399,17.4302,17.478647,18.543362,,0.8197344,5.5764594,1.693404,10.332842,,1007.2272,1006.7908,1007.12726,1005.7575,,1011.3339,1011.07745,1011.3342,1009.9019,,398.493,409.6704,402.4787,421.8593,,245.28444,188.56741,215.9326,206.99751,,7.06976512550426,8.091188425358164,8.792929600572647,3.4863885929346115,,26.013266,26.158964,26.934761,26.37565,,26.88658,27.014185,27.838936,27.141308,,25.237822,25.385746,26.103218,25.682076,,-6.0696845,-7.3304367,-7.6518717,3.4136033,,3.624984,3.4252048,4.3317976,-0.70867336,,26.049391666666665,26.401869166666668,26.391991333333333,2.4463946,4.259940466666667,7.597815533333334,78.80744166666666,79.73026416666666,81.584505,1007.32318,1007.0491833333334,1006.1066666666666,234.82333666666668,220.69027333333335,206.69202777777778,-1.0,-1.8369701987210297e-16
2006-10-01,67.400375,5.3169546,79.18985,17.045374,1.6591419,1008.91394,1012.846,404.47754,280.51913,7.327873894608343,26.146082,26.979403,25.394636,-6.416249,3.5397012,66.804344,69.197845,71.559456,62.037495,,5.6705327,5.2641635,6.055047,3.4202783,,77.48381,78.437775,80.50074,80.13855,,16.513659,16.791399,17.4302,18.060158,,0.94299,0.8197344,5.5764594,4.096816,,1007.95154,1007.2272,1006.7908,1006.9747,,1011.88666,1011.3339,1011.07745,1011.04156,,398.22278,398.493,409.6704,410.93658,,270.61816,245.28444,188.56741,247.10074,,7.365919846496363,7.06976512550426,8.091188425358164,1.7202103362097845,,25.975945,26.013266,26.158964,26.822546,,26.845942,26.88658,27.014185,27.615881,,25.181116,25.237822,25.385746,26.050879,,-6.180103,-6.0696845,-7.3304367,-1.7177787,,4.00788,3.624984,3.4252048,0.0914327,,26.045097666666667,26.289125166666665,26.3674004,1.1406221,3.85366145,7.003948169999999,78.37047833333334,79.57214749999999,81.3450395,1008.0308933333334,1007.3723900000001,1006.387394,265.47391,226.260005,214.07473799999997,-0.8660254037844386,0.5000000000000001
2006-11-01,62.603096,3.9012558,79.71389,17.374533,2.2017372,1007.211,1011.07104,403.98633,283.82648,5.108087827559085,26.32658,27.167027,25.54738,-4.49806,2.4207473,67.400375,66.804344,69.197845,74.40675,,5.3169546,5.6705327,5.2641635,5.0150013,,79.18985,77.48381,78.437775,84.83174,,17.045374,16.513659,16.791399,18.783148,,1.6591419,0.94299,0.8197344,12.430239,,1008.91394,1007.95154,1007.2272,1006.2236,,1012.846,1011.88666,1011.3339,1010.42865,,404.47754,398.22278,398.493,426.45255,,280.51913,270.61816,245.28444,156.63829,,7.327873894608343,7.365919846496363,7.06976512550426,4.929815006299932,,26.146082,25.975945,26.013266,26.505733,,26.979403,26.845942,26.88658,27.310652,,25.394636,25.181116,25.237822,25.835146,,-6.416249,-6.180103,-6.0696845,-4.658932,,3.5397012,4.00788,3.624984,1.611654,,26.149535666666665,26.259266333333333,26.363689454545455,1.6012897,2.14891115,6.567383536363637,78.79585000000002,78.7191725,81.19675318181818,1008.0254933333334,1007.5369566666667,1006.4622672727273,278.32125666666667,247.4580366666667,220.41580545454545,-0.5000000000000004,0.8660254037844384
2006-12-01,64.92112,3.4059262,81.70152,18.014507,4.3426194,1005.75214,1009.8297,411.57278,261.8495,3.3127271058591607,26.469654,27.276827,25.742062,-2.9157624,1.5724155,62.603096,67.400375,66.804344,66.06504,,3.9012558,5.3169546,5.6705327,7.692409,,79.71389,79.18985,77.48381,76.98897,,17.374533,17.045374,16.513659,17.478647,,2.2017372,1.6591419,0.94299,1.693404,,1007.211,1008.91394,1007.95154,1007.12726,,1011.07104,1012.846,1011.88666,1011.3342,,403.98633,404.47754,398.22278,402.4787,,283.82648,280.51913,270.61816,215.9326,,5.108087827559085,7.327873894608343,7.365919846496363,8.792929600572647,,26.32658,26.146082,25.975945,26.934761,,27.167027,26.979403,26.845942,27.838936,,25.54738,25.394636,25.181116,26.103218,,-4.49806,-6.416249,-6.180103,-7.6518717,,2.4207473,3.5397012,4.00788,4.3317976,,26.314105333333334,26.181748499999998,26.37251983333333,2.7344995,2.5904470500000003,6.381986524999999,80.20175333333334,79.5045975,81.23881708333333,1007.29236,1007.30777,1006.4030899999999,275.39837,255.11085333333335,223.86861333333331,-2.4492935982947064e-16,1.0
2007-01-01,65.91055,3.7250834,82.97982,18.38195,7.992499,1004.24384,1008.4118,416.31042,237.719,1.0756132083448178,26.459965,27.201189,25.798363,1.0110635,0.36700732,64.92112,62.603096,67.400375,71.559456,79.36217,3.4059262,3.9012558,5.3169546,6.055047,5.6111,81.70152,79.71389,79.18985,80.50074,86.716064,18.014507,17.374533,17.045374,17.4302,19.093218,4.3426194,2.2017372,1.6591419,5.5764594,20.162052,1005.75214,1007.211,1008.91394,1006.7908,1002.9656,1009.8297,1011.07104,1012.846,1011.07745,1007.1459,411.57278,403.98633,404.47754,409.6704,436.2082,261.8495,283.82648,280.51913,188.56741,140.48087,3.3127271058591607,5.108087827559085,7.327873894608343,8.091188425358164,5.302517151468553,26.469654,26.32658,26.146082,26.158964,26.335938,27.276827,27.167027,26.979403,27.014185,27.097849,25.742062,25.54738,25.394636,25.385746,25.722832,-2.9157624,-4.49806,-6.416249,-7.3304367,5.2710123,1.5724155,2.4207473,3.5397012,3.4252048,-0.5771633,26.418733,26.231915333333333,26.38285541666667,4.845618533333333,2.993120316666667,5.367857108333333,81.46507666666668,79.9177775,80.92746341666667,1005.7356599999999,1006.8832766666668,1006.5096100000001,261.13166,263.302785,231.97179083333333,0.49999999999999994,0.8660254037844387
2007-02-01,66.827705,3.7994153,83.211815,18.762684,10.1571665,1004.6195,1008.9209,421.32242,221.67941,2.255502621973174,26.765007,27.52277,26.100973,2.2512202,-0.13892332,65.91055,64.92112,62.603096,69.197845,73.43842,3.7250834,3.4059262,3.9012558,5.2641635,4.265333,82.97982,81.70152,79.71389,78.437775,84.85891,18.38195,18.014507,17.374533,16.791399,18.74281,7.992499,4.3426194,2.2017372,0.8197344,12.325803,1004.24384,1005.75214,1007.211,1007.2272,1003.9418,1008.4118,1009.8297,1011.07104,1011.3339,1008.2503,416.31042,411.57278,403.98633,398.493,426.6054,237.719,261.8495,283.82648,245.28444,188.60823,1.0756132083448178,3.3127271058591607,5.108087827559085,7.06976512550426,4.136971760958984,26.459965,26.469654,26.32658,26.013266,26.405119,27.201189,27.276827,27.167027,26.88658,27.159296,25.798363,25.742062,25.54738,25.237822,25.79262,1.0110635,-2.9157624,-4.49806,-6.0696845,4.128514,0.36700732,1.5724155,2.4207473,3.624984,-0.26440027,26.564875333333333,26.357205500000003,26.41284608333333,7.4974283,4.549359,5.1871374,82.63105166666668,80.71345083333334,80.7902055,1004.8718266666666,1006.44866,1006.566085,240.41597,259.3686133333333,234.7277225,0.8660254037844386,0.5000000000000001
2007-03-01,66.561714,3.015621,81.261185,18.739489,6.0150084,1005.6363,1009.7981,417.16183,251.14693,0.06644728969365861,27.155155,27.902382,26.444515,0.0552863899999999,-0.03685997,66.827705,65.91055,64.92112,66.804344,71.63203,3.7994153,3.7250834,3.4059262,5.6705327,3.6737201,83.211815,82.97982,81.70152,77.48381,84.303986,18.762684,18.38195,18.014507,16.513659,18.543362,10.1571665,7.992499,4.3426194,0.94299,10.332842,1004.6195,1004.24384,1005.75214,1007.95154,1005.7575,1008.9209,1008.4118,1009.8297,1011.88666,1009.9019,421.32242,416.31042,411.57278,398.22278,421.8593,221.67941,237.719,261.8495,270.61816,206.99751,2.255502621973174,1.0756132083448178,3.3127271058591607,7.365919846496363,3.4863885929346115,26.765007,26.459965,26.469654,25.975945,26.37565,27.52277,27.201189,27.276827,26.845942,27.141308,26.100973,25.798363,25.742062,25.181116,25.682076,2.2512202,1.0110635,-2.9157624,-6.180103,3.4136033,-0.13892332,0.36700732,1.5724155,4.00788,-0.70867336,26.793375666666666,26.553740500000004,26.477804833333334,8.0548913,5.3946954,4.827317933333333,82.48427333333333,81.34301333333333,80.53663875,1004.8332133333333,1006.0627866666667,1006.555985,236.84844666666666,256.1234083333333,238.40684083333335,1.0,6.123233995736766e-17
2007-04-01,69.87725,3.9004502,82.87633,19.047077,8.334489,1006.2975,1010.5099,422.8372,214.22679,2.655306472435829,27.12496,27.964304,26.3438,-2.6552846,-0.010777549,66.561714,66.827705,65.91055,67.400375,62.037495,3.015621,3.7994153,3.7250834,5.3169546,3.4202783,81.261185,83.211815,82.97982,79.18985,80.13855,18.739489,18.762684,18.38195,17.045374,18.060158,6.0150084,10.1571665,7.992499,1.6591419,4.096816,1005.6363,1004.6195,1004.24384,1008.91394,1006.9747,1009.7981,1008.9209,1008.4118,1012.846,1011.04156,417.16183,421.32242,416.31042,404.47754,410.93658,251.14693,221.67941,237.719,280.51913,247.10074,0.06644728969365861,2.255502621973174,1.0756132083448178,7.327873894608343,1.7202103362097845,27.155155,26.765007,26.459965,26.146082,26.822546,27.902382,27.52277,27.201189,26.979403,27.615881,26.444515,26.100973,25.798363,25.394636,26.050879,0.0552863899999999,2.2512202,1.0110635,-6.416249,-1.7177787,-0.03685997,-0.13892332,0.36700732,3.5397012,0.0914327,27.015040666666668,26.716886833333334,26.503006,8.168887966666668,6.507253250000001,5.18045735,82.44977666666666,81.95742666666668,80.76478708333333,1005.5177666666667,1005.6267133333332,1006.4995516666667,229.01771,245.07468500000002,235.66734499999998,0.8660254037844387,-0.4999999999999998
2007-05-01,71.195595,4.5616026,84.03325,18.99847,11.504077,1004.9473,1009.3044,425.75037,169.78087,3.6305031277983124,26.820896,27.601126,26.116722,-3.3918753,1.2945018,69.87725,66.561714,66.827705,62.603096,74.40675,3.9004502,3.015621,3.7994153,3.9012558,5.0150013,82.87633,81.261185,83.211815,79.71389,84.83174,19.047077,18.739489,18.762684,17.374533,18.783148,8.334489,6.0150084,10.1571665,2.2017372,12.430239,1006.2975,1005.6363,1004.6195,1007.211,1006.2236,1010.5099,1009.7981,1008.9209,1011.07104,1010.42865,422.8372,417.16183,421.32242,403.98633,426.45255,214.22679,251.14693,221.67941,283.82648,156.63829,2.655306472435829,0.06644728969365861,2.255502621973174,5.108087827559085,4.929815006299932,27.12496,27.155155,26.765007,26.32658,26.505733,27.964304,27.902382,27.52277,27.167027,27.310652,26.3438,26.444515,26.100973,25.54738,25.835146,-2.6552846,0.0552863899999999,2.2512202,-4.49806,-4.658932,-0.010777549,-0.03685997,-0.13892332,2.4207473,1.611654,27.033670333333333,26.799272833333333,26.529269583333335,8.617858133333334,8.057643216666667,5.103277183333334,82.72358833333334,82.67732,80.69824625,1005.6270333333333,1005.2494300000002,1006.3931933333333,211.71819666666667,226.06708333333333,236.76256,0.49999999999999994,-0.8660254037844387
2007-06-01,74.1539,5.8810587,83.026436,18.6692,9.001498,1005.51086,1009.62286,422.20688,162.94966,5.866029078744277,26.738508,27.572235,26.015356,-5.092486,2.9115088,71.195595,69.87725,66.561714,64.92112,66.06504,4.5616026,3.9004502,3.015621,3.4059262,7.692409,84.03325,82.87633,81.261185,81.70152,76.98897,18.99847,19.047077,18.739489,18.014507,17.478647,11.504077,8.334489,6.0150084,4.3426194,1.693404,1004.9473,1006.2975,1005.6363,1005.75214,1007.12726,1009.3044,1010.5099,1009.7981,1009.8297,1011.3342,425.75037,422.8372,417.16183,411.57278,402.4787,169.78087,214.22679,251.14693,261.8495,215.9326,3.6305031277983124,2.655306472435829,0.06644728969365861,3.3127271058591607,8.792929600572647,26.820896,27.12496,27.155155,26.469654,26.934761,27.601126,27.964304,27.902382,27.276827,27.838936,26.116722,26.3438,26.444515,25.742062,26.103218,-3.3918753,-2.6552846,0.0552863899999999,-2.9157624,-7.6518717,1.2945018,-0.010777549,-0.03685997,1.5724155,4.3317976,26.894788000000002,26.844081833333334,26.51291516666667,9.613354666666668,8.834122983333332,5.712285016666667,83.31200533333333,82.89813933333333,81.20136841666667,1005.5852199999999,1005.2092166666666,1006.2584933333333,182.31910666666667,209.58377666666664,232.34731499999998,1.2246467991473532e-16,-1.0
2007-07-01,74.74196,6.839937,82.72246,18.341108,9.289565,1005.0173,1009.27795,421.22495,163.5099,8.088511767563064,26.507938,27.296728,25.822075,-6.975299,4.0950246,74.1539,71.195595,69.87725,65.91055,71.559456,5.8810587,4.5616026,3.9004502,3.7250834,6.055047,83.026436,84.03325,82.87633,82.97982,80.50074,18.6692,18.99847,19.047077,18.38195,17.4302,9.001498,11.504077,8.334489,7.992499,5.5764594,1005.51086,1004.9473,1006.2975,1004.24384,1006.7908,1009.62286,1009.3044,1010.5099,1008.4118,1011.07745,422.20688,425.75037,422.8372,416.31042,409.6704,162.94966,169.78087,214.22679,237.719,188.56741,5.866029078744277,3.6305031277983124,2.655306472435829,1.0756132083448178,8.091188425358164,26.738508,26.820896,27.12496,26.459965,26.158964,27.572235,27.601126,27.964304,27.201189,27.014185,26.015356,26.116722,26.3438,25.798363,25.385746,-5.092486,-3.3918753,-2.6552846,1.0110635,-7.3304367,2.9115088,1.2945018,-0.010777549,0.36700732,3.4252048,26.689114,26.85207733333333,26.541996333333334,9.931713333333333,9.05030065,6.021710483333334,83.26071533333334,82.85524600000001,81.38651175,1005.1584866666667,1005.3381266666667,1006.1107016666666,165.41347666666664,197.21559333333335,230.25918916666663,-0.4999999999999997,-0.8660254037844388
2007-08-01,73.973495,6.6145797,81.41645,17.98422,5.807446,1006.0775,1010.2772,418.12195,196.22018,8.128451441895328,26.471907,27.278143,25.760593,-6.6162868,4.721914,74.74196,74.1539,71.195595,66.827705,69.197845,6.839937,5.8810587,4.5616026,3.7994153,5.2641635,82.72246,83.026436,84.03325,83.211815,78.437775,18.341108,18.6692,18.99847,18.762684,16.791399,9.289565,9.001498,11.504077,10.1571665,0.8197344,1005.0173,1005.51086,1004.9473,1004.6195,1007.2272,1009.27795,1009.62286,1009.3044,1008.9209,1011.3339,421.22495,422.20688,425.75037,421.32242,398.493,163.5099,162.94966,169.78087,221.67941,245.28444,8.088511767563064,5.866029078744277,3.6305031277983124,2.255502621973174,7.06976512550426,26.507938,26.738508,26.820896,26.765007,26.013266,27.296728,27.572235,27.601126,27.52277,26.88658,25.822075,26.015356,26.116722,26.100973,25.237822,-6.975299,-5.092486,-3.3918753,2.2512202,-6.0696845,4.0950246,2.9115088,1.2945018,-0.13892332,3.624984,26.572784333333335,26.803227333333336,26.580216416666662,8.032836333333334,8.325347233333334,6.437353116666667,82.38844866666666,82.55601850000001,81.63473466666667,1005.5352200000001,1005.5811266666666,1006.0148933333335,174.22658,192.97238833333333,226.17050083333334,-0.8660254037844384,-0.5000000000000004
2007-09-01,68.2618,5.3231792,79.88225,17.72113,2.2054687,1007.81335,1011.81,407.99353,253.1068,6.381339314844914,26.594627,27.468115,25.813477,-4.837001,4.1623206,73.973495,74.74196,74.1539,66.561714,66.804344,6.6145797,6.839937,5.8810587,3.015621,5.6705327,81.41645,82.72246,83.026436,81.261185,77.48381,17.98422,18.341108,18.6692,18.739489,16.513659,5.807446,9.289565,9.001498,6.0150084,0.94299,1006.0775,1005.0173,1005.51086,1005.6363,1007.95154,1010.2772,1009.27795,1009.62286,1009.7981,1011.88666,418.12195,421.22495,422.20688,417.16183,398.22278,196.22018,163.5099,162.94966,251.14693,270.61816,8.128451441895328,8.088511767563064,5.866029078744277,0.06644728969365861,7.365919846496363,26.471907,26.507938,26.738508,27.155155,25.975945,27.278143,27.296728,27.572235,27.902382,26.845942,25.760593,25.822075,26.015356,26.444515,25.181116,-6.6162868,-6.975299,-5.092486,0.0552863899999999,-6.180103,4.721914,4.0950246,2.9115088,-0.03685997,4.00788,26.524824,26.709806,26.63177325,5.767493233333333,7.6904239500000005,6.542559675000001,81.34038666666667,82.326196,81.83460466666666,1006.3027166666667,1005.9439683333334,1006.0033775,204.27896,193.2990333333333,224.7112208333333,-1.0,-1.8369701987210297e-16
2007-10-01,68.17258,5.5572324,80.43429,17.8444,4.887769,1007.3273,1011.2859,414.37714,249.85435,6.468323081481108,26.61811,27.541243,25.799158,-5.5240045,3.365201,68.2618,73.973495,74.74196,69.87725,67.400375,5.3231792,6.6145797,6.839937,3.9004502,5.3169546,79.88225,81.41645,82.72246,82.87633,79.18985,17.72113,17.98422,18.341108,19.047077,17.045374,2.2054687,5.807446,9.289565,8.334489,1.6591419,1007.81335,1006.0775,1005.0173,1006.2975,1008.91394,1011.81,1010.2772,1009.27795,1010.5099,1012.846,407.99353,418.12195,421.22495,422.8372,404.47754,253.1068,196.22018,163.5099,214.22679,280.51913,6.381339314844914,8.128451441895328,8.088511767563064,2.655306472435829,7.327873894608343,26.594627,26.471907,26.507938,27.12496,26.146082,27.468115,27.278143,27.296728,27.964304,26.979403,25.813477,25.760593,25.822075,26.3438,25.394636,-4.837001,-6.6162868,-6.975299,-2.6552846,-6.416249,4.1623206,4.721914,4.0950246,-0.010777549,3.5397012,26.561548000000002,26.625331000000003,26.671108916666665,4.300227899999999,7.115970616666666,6.8116119333333325,80.57766333333332,81.91918933333334,81.938308,1007.0727166666667,1006.1156016666667,1005.8711575000001,233.06044333333332,199.23695999999998,222.1558225,-0.8660254037844386,0.5000000000000001
2007-11-01,67.36916,5.0276537,80.08431,18.154734,5.881294,1006.3685,1010.22266,416.0468,238.71548,6.042948583980671,26.958668,27.808071,26.186901,-5.602853,2.263905,68.17258,68.2618,73.973495,71.195595,62.603096,5.5572324,5.3231792,6.6145797,4.5616026,3.9012558,80.43429,79.88225,81.41645,84.03325,79.71389,17.8444,17.72113,17.98422,18.99847,17.374533,4.887769,2.2054687,5.807446,11.504077,2.2017372,1007.3273,1007.81335,1006.0775,1004.9473,1007.211,1011.2859,1011.81,1010.2772,1009.3044,1011.07104,414.37714,407.99353,418.12195,425.75037,403.98633,249.85435,253.1068,196.22018,169.78087,283.82648,6.468323081481108,6.381339314844914,8.128451441895328,3.6305031277983124,5.108087827559085,26.61811,26.594627,26.471907,26.820896,26.32658,27.541243,27.468115,27.278143,27.601126,27.167027,25.799158,25.813477,25.760593,26.116722,25.54738,-5.5240045,-4.837001,-6.6162868,-3.3918753,-4.49806,3.365201,4.1623206,4.721914,1.2945018,2.4207473,26.723801666666663,26.648293,26.723782916666664,4.3248439,6.178840116666667,7.118241666666667,80.13361666666667,81.26103266666667,81.96917633333334,1007.1697166666667,1006.3524683333335,1005.8009491666667,247.22554333333332,210.72606166666665,218.39657250000002,-0.5000000000000004,0.8660254037844384
